first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value
Lolly,Prewer,Female,44,10/23/1997,Geologist I,Health,Mass Customer,N,No,15,694 Coolidge Center,2620,NSW,Australia,7,0.4,0.4,0.4,0.34,988,988,0.3995
Vyky,Pegg,Female,64,3/15/1943,Quality Control Specialist,Manufacturing,Mass Customer,N,Yes,11,31854 Anniversary Terrace,2322,NSW,Australia,7,0.6,0.75,0.75,0.6375,988,988,0.3995
Kellen,Pawelski,Female,83,7/26/1945,,Manufacturing,High Net Worth,N,Yes,11,125 Manufacturers Parkway,2193,NSW,Australia,8,0.83,1.0375,1.296875,1.296875,988,988,0.3995
Jermaine,Bagshawe,Female,60,5/14/1954,Help Desk Operator,Property,Mass Customer,N,Yes,9,260 Briar Crest Drive,4209,QLD,Australia,6,0.43,0.5375,0.5375,0.456875,988,988,0.3995
Bryan,Jachtym,Male,59,5/15/1974,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,15,56 Moland Crossing,3356,VIC,Australia,3,1.08,1.35,1.35,1.1475,988,988,0.3995
Renie,Laundon,Female,32,12/18/1973,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,8,1 Shelley Pass,4118,QLD,Australia,3,0.92,1.15,1.15,0.9775,993,993,0.391
Weidar,Etheridge,Male,38,7/13/1959,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6,0535 Jay Point,2422,NSW,Australia,4,0.77,0.9625,0.9625,0.818125,994,994,0.3825
Datha,Fishburn,Female,15,7/2/1990,Office Assistant IV,Retail,Mass Customer,N,No,3,6 Caliangt Way,3079,VIC,Australia,12,1.05,1.05,1.3125,1.115625,994,994,0.3825
Ferdinand,Romanetti,Male,60,10/7/1959,Paralegal,Financial Services,Affluent Customer,N,No,9,2 Sloan Way,2200,NSW,Australia,7,1.05,1.05,1.05,1.05,996,996,0.374
Burk,Wortley,Male,22,10/17/2001,Senior Sales Associate,Health,Mass Customer,N,No,6,04 Union Crossing,2196,NSW,Australia,10,0.94,0.94,1.175,0.99875,997,997,0.357
Melloney,Temby,Female,17,10/5/1954,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,N,Yes,15,33475 Fair Oaks Junction,4702,QLD,Australia,2,0.89,1.1125,1.1125,1.1125,997,997,0.357
Dickie,Cubbini,Male,30,12/17/1952,Financial Advisor,Financial Services,Mass Customer,N,Yes,19,57666 Victoria Way,4215,QLD,Australia,2,0.63,0.7875,0.7875,0.669375,997,997,0.357
Sylas,Duffill,Male,56,10/2/1955,Staff Accountant IV,Property,Mass Customer,N,Yes,14,21875 Grover Drive,2010,NSW,Australia,9,1,1.25,1.5625,1.328125,1000,1000,0.34
