,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age
15634,16086,10,2770,11/3/2017,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,35455.0,Olvan,Loadwick,Male,24.0,1977-01-30,VP Quality Control,Manufacturing,High Net Worth,N,Yes,13.0,43.0
15636,16088,13,1664,2/20/2017,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,39880.0,Karlis,Alner,Male,11.0,1975-12-30,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,9.0,44.0
15637,16089,37,2637,8/9/2017,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,39526.0,Marcile,Christley,Female,28.0,1972-07-30,Help Desk Operator,Retail,Mass Customer,N,Yes,11.0,47.0
15640,16092,17,496,11/15/2017,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,39880.0,Korry,Cosgrove,Female,25.0,1976-01-28,Engineer II,Financial Services,Affluent Customer,N,Yes,11.0,44.0
15642,16094,13,1915,5/28/2017,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,37838.0,Dusty,Tesimon,Female,40.0,1953-10-12,Social Worker,Health,Mass Customer,N,Yes,12.0,66.0
15643,16096,2,1759,9/17/2017,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,Quillan,Shortland,Male,52.0,1969-06-02,Biostatistician IV,Financial Services,High Net Worth,N,No,15.0,51.0
15644,16097,78,2654,9/13/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,Dawn,Yakovitch,Female,83.0,1977-11-28,Tax Accountant,Telecommunications,Mass Customer,N,No,13.0,42.0
15645,16098,81,668,2/3/2017,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,Ebony,Threadgall,Female,61.0,1966-08-26,Junior Executive,Health,Mass Customer,N,No,7.0,53.0
15646,16099,66,1245,10/20/2017,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,Erin,Shawell,Male,34.0,1994-05-31,Product Engineer,Manufacturing,Affluent Customer,N,No,1.0,26.0
15648,16101,68,3003,3/6/2017,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,41922.0,Brita,Tupie,Female,72.0,1963-05-02,Web Developer I,Retail,Mass Customer,N,Yes,4.0,57.0
15650,16104,29,3037,6/28/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,Leanora,Isles,Female,30.0,1971-10-27,Legal Assistant,Financial Services,High Net Worth,N,Yes,18.0,48.0
15651,16105,0,2990,7/8/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Brice,Martinuzzi,Male,65.0,1978-03-16,GIS Technical Architect,Argiculture,High Net Worth,N,No,8.0,42.0
15653,16107,66,1531,5/13/2017,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,34996.0,Evaleen,Pusey,Female,20.0,1966-03-17,Administrative Assistant III,Financial Services,Mass Customer,N,Yes,13.0,54.0
15655,16109,67,2223,2/18/2017,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,Sarita,Georgiev,Female,38.0,1981-01-29,Professor,Health,Mass Customer,N,No,12.0,39.0
15656,16110,98,2103,2/3/2017,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,Jayme,Hendin,Male,94.0,1975-09-22,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,18.0,44.0
15658,16112,26,1150,2/3/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,38193.0,Bernelle,Warwick,Female,64.0,1975-09-26,Information Systems Manager,Financial Services,Mass Customer,N,Yes,13.0,44.0
15661,16115,1,1479,10/22/2017,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Avrom,Clougher,Male,25.0,1977-10-20,Help Desk Technician,Argiculture,Mass Customer,N,No,21.0,42.0
15662,16116,53,3074,5/24/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,34170.0,Tracie,Grishaev,Male,31.0,1969-02-18,VP Quality Control,Health,Mass Customer,N,Yes,12.0,51.0
15663,16117,72,1180,7/7/2017,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,Gaye,Quickenden,Female,48.0,1975-08-17,Account Representative I,Financial Services,Affluent Customer,N,No,10.0,44.0
15665,16119,33,3101,10/30/2017,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,Paxton,Lermit,Male,68.0,1987-08-27,Geological Engineer,Manufacturing,High Net Worth,N,No,12.0,32.0
15666,16120,35,136,4/20/2017,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0,Mel,Bennet,Male,46.0,1973-05-26,Senior Developer,Manufacturing,High Net Worth,N,Yes,7.0,47.0
15667,16121,40,1750,11/5/2017,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,36498.0,Filbert,Evreux,Male,14.0,1959-05-13,Internal Auditor,Entertainment,Mass Customer,N,Yes,16.0,61.0
15669,16123,30,1257,2/6/2017,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,37698.0,Prentiss,MacVicar,Male,40.0,1972-06-19,Assistant Professor,Property,Affluent Customer,N,Yes,9.0,48.0
15670,16124,21,540,6/4/2017,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,Tresa,Dy,Female,80.0,2001-04-28,Chemical Engineer,Manufacturing,Mass Customer,N,No,1.0,19.0
15671,16125,95,2371,8/18/2017,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,Rory,Lokier,Female,22.0,1966-11-18,Staff Scientist,Manufacturing,High Net Worth,N,Yes,8.0,53.0
15672,16126,63,1672,1/31/2017,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,40487.0,Sharla,Creebo,Female,21.0,1963-04-27,Design Engineer,IT,Affluent Customer,N,Yes,9.0,57.0
15673,16127,64,1290,6/30/2017,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42145.0,Vassily,Ramalho,Male,49.0,1967-08-08,VP Marketing,Financial Services,High Net Worth,N,Yes,6.0,52.0
15674,16128,12,2875,11/25/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,Keven,Leahair,Male,71.0,1998-10-23,Financial Analyst,Financial Services,High Net Worth,N,No,2.0,21.0
15676,16130,66,1573,10/13/2017,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40410.0,Aurea,Reubens,Female,48.0,1994-07-05,Web Designer I,Property,Mass Customer,N,Yes,4.0,25.0
15677,16131,80,175,4/23/2017,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,Templeton,Hambrook,Male,36.0,1975-11-28,Quality Engineer,Manufacturing,Affluent Customer,N,No,5.0,44.0
15678,16132,45,2154,7/19/2017,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,Bird,Bolf,Female,86.0,1980-01-08,Chemical Engineer,Manufacturing,High Net Worth,N,No,6.0,40.0
15679,16133,79,886,7/29/2017,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,Dawna,McCullen,Female,53.0,1974-11-15,Accounting Assistant III,Health,Mass Customer,N,No,11.0,45.0
15681,16135,87,2033,1/5/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Mar,Philippon,Male,36.0,1971-08-31,Dental Hygienist,Health,High Net Worth,N,No,10.0,48.0
15682,16136,2,791,8/29/2017,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,Tootsie,Hurt,Female,3.0,1968-09-29,Professor,Manufacturing,Mass Customer,N,Yes,14.0,51.0
15683,16137,82,1369,6/4/2017,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,41533.0,Ilka,Allabush,Female,51.0,1994-05-08,Civil Engineer,Manufacturing,Mass Customer,N,Yes,6.0,26.0
15685,16139,86,435,9/19/2017,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,Jerome,Muggeridge,Male,5.0,1999-12-23,GIS Technical Architect,Telecommunications,Mass Customer,N,No,1.0,20.0
15686,16140,86,1386,2/5/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,Mufinella,Kalvin,Female,71.0,1967-06-12,Help Desk Technician,Retail,Mass Customer,N,Yes,12.0,53.0
15687,16141,51,2298,5/8/2017,0.0,Cancelled,OHM Cycles,Standard,high,medium,2005.66,1203.4,39915.0,Brigham,Vyse,Male,64.0,1997-10-28,Environmental Tech,Property,Mass Customer,N,Yes,5.0,22.0
15690,16144,10,1152,2/23/2017,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0,Humfrid,Ducket,Male,47.0,1998-06-23,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,3.0,22.0
15691,16145,40,3448,5/12/2017,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,Roderich,Mixer,Male,26.0,1977-02-16,Software Consultant,Financial Services,High Net Worth,N,No,9.0,43.0
15693,16147,54,923,11/2/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,Garrek,Grimwade,Male,44.0,1977-06-26,Senior Financial Analyst,Financial Services,High Net Worth,N,No,19.0,43.0
15695,16149,62,951,11/12/2017,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,Meryl,Dumbar,Male,44.0,1999-09-29,Assistant Media Planner,Entertainment,Mass Customer,N,No,1.0,20.0
15699,16153,62,1526,9/10/2017,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,36146.0,Charlie,MacKibbon,Male,50.0,1964-11-07,Editor,Manufacturing,Mass Customer,N,Yes,19.0,55.0
15700,16154,70,813,4/17/2017,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,Lisette,Nesbit,Female,12.0,1962-03-21,Account Representative III,Health,Mass Customer,N,No,14.0,58.0
15705,16159,14,1663,12/17/2017,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,38193.0,Analiese,Grimsditch,Female,68.0,1978-01-30,VP Quality Control,Property,High Net Worth,N,Yes,9.0,42.0
15707,16162,93,1887,4/6/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,33364.0,Kynthia,Purcer,Female,22.0,1965-06-22,Director of Sales,IT,Affluent Customer,N,Yes,8.0,55.0
15708,16163,87,1333,6/12/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Phillipp,McMonnies,Male,4.0,1973-08-23,Compensation Analyst,Financial Services,High Net Worth,N,No,9.0,46.0
15711,16166,89,2345,12/30/2017,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37539.0,Arden,Godard,Female,50.0,1986-07-15,Systems Administrator I,Retail,Affluent Customer,N,Yes,3.0,33.0
15712,16167,31,2051,11/9/2017,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,Teresita,Drinnan,Female,8.0,1959-06-15,Geological Engineer,Manufacturing,Affluent Customer,N,No,20.0,61.0
15714,16169,17,2668,3/17/2017,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,Allan,Govan,Male,27.0,1978-07-26,Senior Quality Engineer,Health,Mass Customer,N,No,18.0,41.0
15715,16170,74,1298,1/11/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0,Guglielmo,Yele,Male,35.0,1974-04-06,Research Nurse,Health,Mass Customer,N,No,16.0,46.0
15716,16171,80,2534,10/24/2017,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,33429.0,Estelle,Lithgow,Female,70.0,1965-06-21,Research Associate,Manufacturing,Affluent Customer,N,Yes,12.0,55.0
15717,16172,3,1988,6/13/2017,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38859.0,Kelwin,Goldsmith,Male,27.0,1957-04-15,Recruiting Manager,Property,Mass Customer,N,No,8.0,63.0
15718,16173,97,2820,1/18/2017,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,Tristam,Gutcher,Male,44.0,1979-03-01,Engineer I,Manufacturing,Affluent Customer,N,Yes,16.0,41.0
15719,16174,51,1728,10/28/2017,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,Pryce,Larner,Male,41.0,1977-05-04,Paralegal,Financial Services,Affluent Customer,N,No,22.0,43.0
15720,16175,62,1762,5/14/2017,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,38647.0,Gaye,Steutly,Female,49.0,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,42.0
15721,16176,9,133,5/21/2017,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,38216.0,Eldridge,Fiddeman,Male,12.0,1977-06-13,VP Accounting,Financial Services,Mass Customer,N,Yes,16.0,43.0
15722,16177,54,1917,4/19/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42295.0,Raquela,Schimpke,Female,7.0,1973-07-28,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,8.0,46.0
15724,16179,38,2055,3/25/2017,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,Harmon,Bakster,Male,46.0,1980-09-14,Administrative Assistant III,Retail,High Net Worth,N,No,7.0,39.0
15725,16180,25,1964,7/14/2017,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,33455.0,Cara,Campbell-Dunlop,Female,60.0,1964-06-19,Mechanical Systems Engineer,Financial Services,Affluent Customer,N,Yes,9.0,56.0
15726,16181,23,1104,3/8/2017,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,Jewelle,Pincott,Female,82.0,1959-12-31,Programmer III,Retail,Mass Customer,N,No,8.0,60.0
15727,16182,19,2823,12/18/2017,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,Weidar,Antognazzi,Male,98.0,1971-04-20,Budget/Accounting Analyst IV,Property,Mass Customer,N,No,7.0,49.0
15728,16183,13,931,10/21/2017,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,37838.0,Katrina,Sappson,Female,59.0,1999-08-07,Design Engineer,Manufacturing,Affluent Customer,N,Yes,1.0,20.0
15729,16184,81,2861,1/3/2017,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,42218.0,Cecelia,Franzini,Female,4.0,1974-12-24,VP Quality Control,Financial Services,Mass Customer,N,Yes,4.0,45.0
15730,16185,87,3090,4/12/2017,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,Zared,Pinchback,Male,81.0,1964-12-06,Operator,Manufacturing,Mass Customer,N,No,8.0,55.0
15731,16186,61,2480,6/15/2017,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,34079.0,Adey,Shevlin,Female,3.0,1971-12-26,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,16.0,48.0
15733,16189,92,1132,11/16/2017,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,41434.0,Coriss,Darkott,Female,99.0,1985-08-01,Actuary,Financial Services,Affluent Customer,N,Yes,9.0,34.0
15734,16190,16,2781,2/18/2017,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,Linnea,Jeacop,Female,4.0,1997-09-01,VP Sales,Financial Services,Affluent Customer,N,Yes,5.0,22.0
15736,16192,39,1300,11/4/2017,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,Sisely,Strelitzer,Female,0.0,1991-03-10,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,9.0,29.0
15737,16193,0,2926,8/9/2017,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,Jonie,Bickerstasse,Female,27.0,1963-03-20,Research Nurse,Health,High Net Worth,N,No,12.0,57.0
15740,16196,32,540,10/12/2017,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,Tresa,Dy,Female,80.0,2001-04-28,Chemical Engineer,Manufacturing,Mass Customer,N,No,1.0,19.0
15741,16197,36,1984,11/2/2017,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,38258.0,Hewett,Alessandretti,Male,70.0,1999-06-01,Information Systems Manager,Health,Mass Customer,N,Yes,1.0,21.0
15744,16200,61,1001,4/9/2017,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,Finley,Vost,Male,63.0,1979-08-27,Recruiter,Retail,Mass Customer,N,No,14.0,40.0
15745,16201,20,3015,9/4/2017,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,41701.0,Queenie,Flips,Female,25.0,2000-09-02,Assistant Manager,Retail,Affluent Customer,N,No,1.0,19.0
15746,16202,34,1076,12/13/2017,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,Siegfried,Trattles,Male,33.0,2000-06-06,Pharmacist,Health,Affluent Customer,N,No,2.0,20.0
15747,16203,92,2420,8/13/2017,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,Celie,Guyers,Female,10.0,1976-08-26,Staff Scientist,Financial Services,High Net Worth,N,No,16.0,43.0
15748,16204,53,3080,10/28/2017,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Christoforo,Santus,Male,87.0,1958-10-06,Graphic Designer,Financial Services,High Net Worth,N,No,10.0,61.0
15751,16207,26,2780,2/23/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33552.0,Papageno,Beare,Male,77.0,1985-11-16,Actuary,Financial Services,Affluent Customer,N,Yes,16.0,34.0
15752,16208,1,523,7/10/2017,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38258.0,Elberta,Tixall,Female,44.0,1974-11-24,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,16.0,45.0
15753,16209,54,524,4/16/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,Florence,Held,Female,16.0,1962-09-09,Nurse,Retail,Mass Customer,N,No,11.0,57.0
15755,16211,45,165,11/13/2017,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,35470.0,Aldon,Roelofs,Male,61.0,1984-03-25,Administrative Officer,Argiculture,Mass Customer,N,Yes,12.0,36.0
15756,16212,45,2199,10/3/2017,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,41701.0,Leigha,Ranger,Female,89.0,1983-02-09,Account Coordinator,Property,High Net Worth,N,Yes,13.0,37.0
15761,16217,6,2239,10/18/2017,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,37337.0,Jocelyne,Pasquale,Female,0.0,1960-01-11,Associate Professor,Property,High Net Worth,N,Yes,8.0,60.0
15763,16219,67,237,1/30/2017,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,34115.0,Reginald,Dartan,Male,18.0,1974-03-07,Account Coordinator,Property,High Net Worth,N,Yes,11.0,46.0
15764,16220,50,1952,1/22/2017,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,35707.0,Patrica,Donativo,Female,35.0,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9.0,46.0
15765,16221,6,1349,7/6/2017,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0,Curran,Gush,Male,83.0,1997-05-07,Electrical Engineer,Manufacturing,Affluent Customer,N,No,1.0,23.0
15768,16225,95,984,5/24/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Luciano,Weddup,Male,89.0,1954-03-25,Programmer I,Manufacturing,Affluent Customer,N,No,16.0,66.0
15769,16226,53,1667,4/15/2017,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Jaime,Simonnin,Male,67.0,1955-02-18,Geological Engineer,Manufacturing,High Net Worth,N,No,18.0,65.0
15772,16229,94,3196,8/3/2017,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Teddi,Adcocks,Female,11.0,1977-08-04,Engineer IV,Health,Mass Customer,N,No,8.0,42.0
15773,16230,69,471,7/18/2017,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,Libby,Wardesworth,Female,82.0,1956-01-01,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14.0,64.0
15774,16231,21,1324,2/24/2017,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,Randie,Arnowitz,Female,88.0,1978-02-22,Web Designer III,Manufacturing,Mass Customer,N,No,11.0,42.0
15775,16232,20,3060,10/28/2017,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,36334.0,Milton,Gorini,Male,28.0,1982-09-14,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,37.0
15776,16233,53,2033,11/14/2017,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Mar,Philippon,Male,36.0,1971-08-31,Dental Hygienist,Health,High Net Worth,N,No,10.0,48.0
15777,16234,22,2491,9/16/2017,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,Tabbie,Turone,Male,74.0,1977-05-08,Clinical Specialist,Health,Mass Customer,N,No,14.0,43.0
15779,16236,17,3327,7/12/2017,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,Roma,Le Gallo,Male,84.0,1973-02-02,Teacher,Manufacturing,Mass Customer,N,No,15.0,47.0
15780,16237,69,517,4/19/2017,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42105.0,Iona,Fidgeon,Female,73.0,1985-08-20,Chief Design Engineer,Property,Mass Customer,N,Yes,3.0,34.0
15781,16238,34,2114,9/20/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Erick,Caveill,Male,78.0,1954-11-29,Safety Technician III,Argiculture,High Net Worth,N,No,19.0,65.0
15782,16239,69,37,11/9/2017,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,Laurie,Dwerryhouse,Female,46.0,1985-12-22,Social Worker,Health,High Net Worth,N,No,16.0,34.0
15784,16241,90,1768,9/29/2017,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,Normand,Ganderton,Male,36.0,1974-02-09,Programmer I,Manufacturing,High Net Worth,N,No,13.0,46.0
15786,16243,89,2653,1/3/2017,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,Aylmer,Glenwright,Male,80.0,1995-01-05,Food Chemist,Health,Affluent Customer,N,No,1.0,25.0
15787,16244,31,253,12/13/2017,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,33888.0,Amalee,Choak,Female,82.0,1997-05-11,Food Chemist,Health,Mass Customer,N,Yes,1.0,23.0
15788,16245,83,2788,1/25/2017,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,Melantha,Pickburn,Female,45.0,1968-08-06,Social Worker,Health,Affluent Customer,N,No,4.0,51.0
15789,16246,84,2786,4/6/2017,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,34079.0,Hubie,Bottoner,Male,94.0,1968-01-21,Accountant III,Health,Mass Customer,N,Yes,11.0,52.0
15791,16248,43,285,4/2/2017,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,Julee,Janovsky,Female,3.0,1977-11-19,Community Outreach Specialist,Manufacturing,Mass Customer,N,No,12.0,42.0
15792,16250,0,1405,8/22/2017,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,34165.0,Kylie,Spriggin,Female,52.0,1958-04-05,VP Product Management,Manufacturing,High Net Worth,N,Yes,11.0,62.0
15793,16251,14,2851,3/25/2017,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,34165.0,Ulberto,Haking,Male,36.0,1975-12-17,Programmer IV,Entertainment,Affluent Customer,N,Yes,16.0,44.0
15794,16252,87,2582,3/2/2017,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,Harv,Pavey,Male,98.0,1977-08-10,Director of Sales,Health,Mass Customer,N,No,7.0,42.0
15795,16253,68,14,5/11/2017,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Rayshell,Kitteman,Female,85.0,1983-03-25,Account Executive,Financial Services,Affluent Customer,N,No,6.0,37.0
15796,16254,31,1459,9/22/2017,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,Haydon,Berkery,Male,89.0,1998-06-16,Senior Sales Associate,Manufacturing,Mass Customer,N,No,4.0,22.0
